"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000102362",363.228343375418,0.41970413039137,0.319123634638876,1.31517720668453,0.188450353661475,0.463851878141238,"SYTL4"
"ENSG00000102383",19.0215315661649,-0.900407872772081,0.469510439109876,-1.91775900548479,0.0551415760374522,0.214683591024991,"ZDHHC15"
"ENSG00000102384",49.2094335449811,-0.154597264341007,0.26040136181921,-0.593688386500608,0.55272055205461,0.806372484429927,"CENPI"
"ENSG00000102385",110.564100179156,-1.00052149602271,0.261199594026102,-3.83048641309421,0.00012789019538765,0.00195448739570732,"DRP2"
"ENSG00000102387",11.8330303759227,-0.28567160100547,0.62706151910723,-0.455571889361335,0.648697861231051,0.865139935570999,"TAF7L"
"ENSG00000102390",351.651037806138,-0.271116777798637,0.121356166828994,-2.23405851455966,0.0254792231851454,0.125817683449308,"PBDC1"
"ENSG00000102393",283.419235098569,-0.0539934999641496,0.11479913498842,-0.470330198651723,0.638119125232833,0.859253845363079,"GLA"
"ENSG00000102401",2942.13505421283,-0.333357627254241,0.107930297873739,-3.08863807310357,0.00201076233693968,0.0186143004846891,"ARMCX3"
"ENSG00000102409",300.795298595584,-0.216991064359391,0.123040677961069,-1.76357175492847,0.0778041065921882,0.269028126561345,"BEX4"
"ENSG00000102445",321.240700669847,-0.753247922188749,0.511646030717391,-1.47220515154315,0.140965486716094,0.390695224625587,"RUBCNL"
"ENSG00000102452",114.343500954291,0.654607440330919,0.426401941714289,1.53518869473052,0.124737484501001,0.363330689106706,"NALCN"
"ENSG00000102466",314.567628069855,0.6365494548121,0.343634105560434,1.85240476574335,0.063967721476027,0.236984134480046,"FGF14"
"ENSG00000102468",14.3351900285095,-1.51215491603504,0.65868337967782,-2.29572350341476,0.0216916957067277,0.112127439949763,"HTR2A"
"ENSG00000102471",585.719910877365,-0.0209094202856417,0.131148085521806,-0.159433667692885,0.873327215161917,0.963963317078,"NDFIP2"
"ENSG00000102524",61.3208583705836,-1.09685714657956,0.273041563975116,-4.01718013408215,5.88987017620665e-05,0.00100793315049322,"TNFSF13B"
"ENSG00000102531",2310.02418347324,-0.15808338597548,0.134348486708844,-1.17666666628016,0.23932857746993,0.531908853031054,"FNDC3A"
"ENSG00000102539",0.669700656799881,1.03782571150775,2.35670539678771,0.440371423989758,0.659668118142246,NA,"MLNR"
"ENSG00000102543",193.467886983825,0.169265735697203,0.222773633156324,0.759810455568709,0.447367892235863,0.73340932251574,"CDADC1"
"ENSG00000102547",603.787144629142,0.503306374948345,0.153879481279877,3.27078289296367,0.00107250213134065,0.0110798395492184,"CAB39L"
"ENSG00000102554",172.555485416586,2.76380963140476,0.529100311497893,5.22360235166061,1.7547539908494e-07,6.02624698218008e-06,"KLF5"
"ENSG00000102572",1384.95338403264,0.233813304313543,0.128214330454382,1.82361287919164,0.0682106181065973,0.24761500748428,"STK24"
"ENSG00000102575",38.0752762742714,-1.48825710664878,0.642793410176157,-2.31529614816823,0.0205967304167074,0.108651160627319,"ACP5"
"ENSG00000102580",2156.88679159265,0.421759268914883,0.121179015560927,3.48046455867459,0.000500545042865852,0.00600218105637635,"DNAJC3"
"ENSG00000102595",904.115823215668,0.110719498431254,0.141898071023917,0.780274866545521,0.435229103302002,0.723948746811954,"UGGT2"
"ENSG00000102606",1447.94146968976,0.15850976099271,0.152170974159721,1.04165568938486,0.297571339532601,0.601216373695469,"ARHGEF7"
"ENSG00000102678",159.161370324294,-0.432583896931209,0.541027393789152,-0.799560062756812,0.423965734224655,0.716065690290219,"FGF9"
"ENSG00000102683",18.1976653552616,0.0811126120149959,0.850267865859074,0.0953965394576486,0.923999864657113,0.979848296697804,"SGCG"
"ENSG00000102699",2934.94055721763,0.110945606974549,0.146565065942597,0.756971698958616,0.449066817977485,0.733869980132474,"PARP4"
"ENSG00000102710",787.144593169202,-0.22162054712386,0.136213992155062,-1.6270028035855,0.103736502353061,0.324940915850487,"SUPT20H"
"ENSG00000102738",186.376480717361,-0.103462482825951,0.162333027927741,-0.637347089170324,0.523898784761603,0.785181816476227,"MRPS31"
"ENSG00000102743",74.6173821282434,-0.334881000289092,0.344992526649354,-0.97069059304424,0.331702377657694,0.637636826833172,"SLC25A15"
"ENSG00000102753",1350.90344903014,0.290701311393017,0.125869748560344,2.30954073332125,0.0209135940581257,0.109673262468945,"KPNA3"
"ENSG00000102755",47.5225490684749,0.812420318982658,0.561745422148146,1.44624288325469,0.148109089643643,0.403873273794198,"FLT1"
"ENSG00000102760",1101.9020999627,3.06952331707271,0.670014452488275,4.58127926296699,4.62140227029564e-06,0.000110396115747047,"RGCC"
"ENSG00000102763",631.512654754256,-0.122982745075743,0.137863198186315,-0.89206363042252,0.372358827532495,0.673036692084931,"VWA8"
"ENSG00000102780",472.590892293774,0.661472095238433,0.152711929319449,4.33150244506923,1.48095302751256e-05,0.000306826725057151,"DGKH"
"ENSG00000102781",626.574487120859,0.311042998834127,0.125376803274018,2.48086560441587,0.0131063778865348,0.0792399573219841,"KATNAL1"
"ENSG00000102786",679.193489850819,0.000978843519985596,0.113569081915254,0.00861892606225361,0.993123177106146,0.997609896029916,"INTS6"
"ENSG00000102794",0,NA,NA,NA,NA,NA,"ACOD1"
"ENSG00000102796",105.860595504097,-0.0539771360143604,0.261201247245996,-0.206649610533924,0.836283512814497,0.952222675105297,"DHRS12"
"ENSG00000102802",1581.94272084507,0.644707348182137,0.277252933183207,2.32534004520745,0.0200537846116681,0.106538667879463,"MEDAG"
"ENSG00000102804",5382.05257204899,1.15093411525584,0.142673076434957,8.06693276695789,7.20862190041634e-16,1.07033900668437e-13,"TSC22D1"
"ENSG00000102805",1064.42180745307,-0.0894997512944539,0.125869062746496,-0.711054403215103,0.477050523864904,0.753959849720164,"CLN5"
"ENSG00000102837",0.319166568913118,-1.73228897394308,3.49360097648095,-0.495846258804286,0.620002884826012,NA,"OLFM4"
"ENSG00000102854",1.28306031831743,-0.796873427399087,1.56694658914048,-0.508551748299346,0.611066457854223,NA,"MSLN"
"ENSG00000102858",1229.4038223312,-0.0198955674920533,0.137278439870778,-0.144928566428794,0.884767271796399,0.966741197949187,"MGRN1"
"ENSG00000102870",930.981883402871,0.0886673277110387,0.108280571202535,0.818866457078341,0.412862609343386,0.707410817796763,"ZNF629"
"ENSG00000102871",307.977979489733,0.0717465609959955,0.174655026263938,0.410790130297036,0.681226430870444,0.883168489602198,"TRADD"
"ENSG00000102878",172.356489012072,-0.501149848323494,0.283438417154395,-1.76810840730354,0.0770427822102606,0.267740462729325,"HSF4"
"ENSG00000102879",10.4554887337999,-1.47792782344495,0.62371431519743,-2.3695589269538,0.0178093168860125,0.0988113131257795,"CORO1A"
"ENSG00000102882",2437.11368647412,-0.27577412501425,0.10033168777677,-2.74862439898176,0.00598459207035794,0.0434499745472536,"MAPK3"
"ENSG00000102886",75.010322192648,0.232340565903493,0.332840272909253,0.69805424647888,0.485143269961039,0.759352503468369,"GDPD3"
"ENSG00000102890",15.1580647768201,-0.505405329720608,0.619176810556064,-0.816253646945722,0.414355079626098,0.708768091328686,"ELMO3"
"ENSG00000102891",0,NA,NA,NA,NA,NA,"MT4"
"ENSG00000102893",1475.12671137554,-0.0586706367433128,0.083596868858074,-0.701828161087234,0.482786334313998,0.75781395124101,"PHKB"
"ENSG00000102897",376.409018279712,0.17966898557385,0.129695583355542,1.38531306097997,0.165956761714494,0.430158335814824,"LYRM1"
"ENSG00000102898",1281.1644941553,0.0209273431198313,0.117739797496374,0.177742306041216,0.858925358801738,0.959748012324947,"NUTF2"
"ENSG00000102900",618.617505419022,0.42225505179412,0.110577441290765,3.81863648557206,0.000134191333483659,0.00203844307483452,"NUP93"
"ENSG00000102901",692.342159641692,0.107530214491038,0.156635241377793,0.686500774316062,0.492397376207045,0.76472415366401,"CENPT"
"ENSG00000102904",47.4200308287537,-0.153532970263015,0.245762443281139,-0.624721044490032,0.532154158676766,0.789949683526261,"TSNAXIP1"
"ENSG00000102908",2275.77380553971,-0.150477201626612,0.193802418917476,-0.776446457516547,0.437485423073562,0.725867301977333,"NFAT5"
"ENSG00000102910",2183.83074397635,-0.115145084678631,0.0979196417778291,-1.17591407186604,0.23962921508303,0.532216521840812,"LONP2"
"ENSG00000102921",849.492456000667,-0.187243477972011,0.179213791885675,-1.04480506774534,0.296113072218246,0.599742378518378,"N4BP1"
"ENSG00000102924",0.277603421068019,1.7547236596579,3.51383759740201,0.49937528728,0.61751502550587,NA,"CBLN1"
"ENSG00000102931",1450.49520457373,0.00621492501789353,0.105685324397127,0.0588059416323509,0.953106675914752,0.988888169262788,"ARL2BP"
"ENSG00000102934",116.83043982036,0.548443342900877,0.434295558455412,1.26283433533476,0.206648722458821,0.488175776265612,"PLLP"
"ENSG00000102935",38.6870535093239,-1.29969677169423,0.390909284944716,-3.32480404469808,0.000884806991956173,0.00941039458790467,"ZNF423"
"ENSG00000102962",6.31141962125683,-0.154878157598161,0.655844458412085,-0.236150745213504,0.81331569825061,NA,"CCL22"
"ENSG00000102967",95.1148351090576,-0.171626876778283,0.202038943718764,-0.849474233131935,0.395617462044592,0.69479983063824,"DHODH"
"ENSG00000102970",0,NA,NA,NA,NA,NA,"CCL17"
"ENSG00000102974",704.004710357777,-0.256518360571581,0.0991023204541188,-2.5884193164815,0.00964175315676793,0.0626525400687646,"CTCF"
"ENSG00000102977",223.727441556727,0.0325390241370593,0.141638056710894,0.229733624512208,0.81829876503727,0.944310789125988,"ACD"
"ENSG00000102978",928.600354657991,0.161418904683379,0.133368678127465,1.21032094604031,0.226155763286083,0.515211948701523,"POLR2C"
"ENSG00000102981",27.9427088067024,-0.153132252264989,0.408805279304392,-0.374584820738012,0.707969263730588,0.895870521903101,"PARD6A"
"ENSG00000102984",94.0592876496531,-1.2346443084437,0.210170206930392,-5.87449727759277,4.24128448858073e-09,2.10604110096902e-07,"ZNF821"
"ENSG00000102996",168.083826031282,1.26887061361183,0.307845915755289,4.12177179774725,3.75969541729135e-05,0.000681107501134899,"MMP15"
"ENSG00000103005",642.187167871983,0.351248056859678,0.1246846797176,2.81709074166308,0.0048460831947999,0.03719915356576,"USB1"
"ENSG00000103018",976.168892626808,-0.276102328110556,0.129560913828484,-2.13106190711242,0.033084042403822,0.151148664315501,"CYB5B"
"ENSG00000103021",156.118691044469,-0.385979588046535,0.177072818436087,-2.17977886982045,0.029273856959339,0.13907548378698,"CCDC113"
"ENSG00000103023",0.372586372850707,1.91225249102737,3.50425251548549,0.545694832942837,0.585275724328161,NA,"PRSS54"
"ENSG00000103024",251.824790991442,0.117460233496769,0.211879365933437,0.554373159364985,0.579323491217919,0.823449486109374,"NME3"
"ENSG00000103034",179.885995416609,-0.461028261072578,0.329832305827758,-1.39776563097895,0.162183458323374,0.424739490974841,"NDRG4"
"ENSG00000103035",1253.25842765135,0.269348162047015,0.0982265020119514,2.74211293826022,0.00610453484172451,0.0441514709541154,"PSMD7"
"ENSG00000103037",170.518028481954,-0.0762857983441221,0.165287755949775,-0.461533269090438,0.644416058171568,0.863022824443145,"SETD6"
"ENSG00000103042",695.142697326294,-0.0886305964208798,0.155328304369236,-0.570601712165692,0.568269657645426,0.816473196569583,"SLC38A7"
"ENSG00000103043",945.789579470133,-0.0999508329483692,0.101104798515899,-0.988586441153452,0.32286552274695,0.628832091306913,"VAC14"
"ENSG00000103044",15.3347858051,0.0947238491709993,0.485835544127241,0.194971015019418,0.845415638811643,0.955179428062679,"HAS3"
"ENSG00000103047",224.776900365707,0.00839404141969315,0.265159624036609,0.0316565595165207,0.974745937992253,0.992629796130221,"TANGO6"
"ENSG00000103051",1494.53950020833,0.00754735060637184,0.162032031361327,0.0465793741086999,0.962848471260979,0.990620217559667,"COG4"
"ENSG00000103056",46.7453114891006,0.120855958646556,0.386233408863773,0.31290912663949,0.754349703476496,0.918741445388319,"SMPD3"
"ENSG00000103061",597.001822121289,0.186892731318304,0.160996946490495,1.16084643462066,0.245704355531686,0.539459620836095,"SLC7A6OS"
"ENSG00000103064",1735.71982860339,1.37532684115791,0.168774358256771,8.14890872857307,3.67222972975852e-16,5.73359992342194e-14,"SLC7A6"
"ENSG00000103066",958.085891661059,0.301713809645929,0.216058769517183,1.39644324699319,0.162581059624189,0.425192565706847,"PLA2G15"
"ENSG00000103067",3.23085265091037,-0.0678637809122586,0.878701277986357,-0.0772319132934188,0.938439054320651,NA,"ESRP2"
"ENSG00000103089",0,NA,NA,NA,NA,NA,"FA2H"
"ENSG00000103091",680.633708490705,0.118379184943369,0.146905724873637,0.805817370597331,0.420348160662775,0.713614043572321,"WDR59"
"ENSG00000103111",1094.91009540961,0.430736674289004,0.128937868920214,3.34065296639533,0.000835816240933064,0.0089585541181396,"MON1B"
"ENSG00000103121",180.948824724836,0.0884926740693611,0.187502916541166,0.471953587185577,0.636959917395986,0.858793085941483,"CMC2"
"ENSG00000103126",515.38704338047,0.225201264694332,0.131382037950476,1.71409477434976,0.0865113213772011,0.28802241421361,"AXIN1"
"ENSG00000103145",927.500500130585,-0.376550641608687,0.185149124065736,-2.03376950071336,0.0419748409818505,0.177572337058694,"HCFC1R1"
"ENSG00000103148",705.252878338459,-0.049670579817823,0.19588820653398,-0.253565953237756,0.799830902483511,0.93642495815398,"NPRL3"
"ENSG00000103150",316.539014673218,0.717123504633945,0.194749016443418,3.68229589925707,0.000231142903971336,0.00316229383978851,"MLYCD"
"ENSG00000103152",1009.08587905467,0.14504475887927,0.150826469884945,0.961666470016271,0.33621717035861,0.641310962856568,"MPG"
"ENSG00000103154",1.70099764396034,0.566469399723987,1.68346770289698,0.336489615303687,0.736501681299934,NA,"NECAB2"
"ENSG00000103160",426.411121881766,-0.19040880350998,0.139054164772728,-1.36931392037906,0.170901168505915,0.438174741327591,"HSDL1"
"ENSG00000103168",620.540013959388,0.187355223208825,0.194813263352591,0.96171697955561,0.336191790766856,0.641310962856568,"TAF1C"
"ENSG00000103174",411.357737921223,-0.160203046083868,0.140955689011948,-1.13654899072777,0.255726874356815,0.552809522143014,"NAGPA"
"ENSG00000103175",274.850806295149,1.66418176024439,0.377103393344225,4.41306493024661,1.0191741378267e-05,0.000218941734998373,"WFDC1"
"ENSG00000103184",117.907874173199,0.330068980050163,0.456704058461109,0.722719612263464,0.46985216383287,0.748957806368002,"SEC14L5"
"ENSG00000103187",2271.52286273068,0.371798212654748,0.144431448719853,2.57421922960773,0.0100466591781075,0.0647199716088633,"COTL1"
"ENSG00000103194",915.958431156793,0.229826952515041,0.133158986404732,1.72595901125658,0.084354787058627,0.283648590142741,"USP10"
"ENSG00000103196",3096.15933899728,2.6260341339809,0.267444466152902,9.81898848667731,9.32747411487363e-23,3.36344274928003e-20,"CRISPLD2"
"ENSG00000103197",2124.05864508916,-0.123412656530364,0.135896621500839,-0.908136311023759,0.363806208128141,0.66519920585545,"TSC2"
"ENSG00000103199",309.252118519129,0.0286532727918281,0.197101054903498,0.145373513124305,0.884415975956659,0.966741197949187,"ZNF500"
"ENSG00000103200",0,NA,NA,NA,NA,NA,NA
"ENSG00000103202",1581.85726956315,-0.158204573721775,0.151711418304558,-1.04279938510747,0.297041216194868,0.600626063988155,"NME4"
"ENSG00000103222",2437.91587337009,-0.411399471815031,0.290823376336002,-1.41460248828045,0.157185078838802,0.417483133263683,"ABCC1"
"ENSG00000103226",41.5772206318744,-0.0143531973670923,0.44724895717759,-0.0320921874422462,0.974398533720786,0.992494754492123,"NOMO3"
"ENSG00000103227",298.698701646889,0.18878978999006,0.181441800898966,1.04049777424325,0.298108697590391,0.601830713151883,"LMF1"
"ENSG00000103241",1680.31684691108,0.144412053294712,0.168738267830701,0.855834631653349,0.39208925637553,0.691693859965917,"FOXF1"
"ENSG00000103245",308.715748339511,0.0830575426736944,0.140124420868766,0.592741380544097,0.553354243436876,0.806830655324106,"CIAO3"
"ENSG00000103248",294.512663606299,-0.49415632347254,0.156429729676308,-3.15896680570293,0.00158329522777008,0.0152054573396182,"MTHFSD"
"ENSG00000103249",1931.69640014139,-0.0669163539047075,0.0756666017379208,-0.8843578589201,0.376503063956672,0.676538197707453,"CLCN7"
"ENSG00000103253",85.0926877644423,0.451143340591785,0.266015046065575,1.69593166726582,0.0898988216702708,0.295917768788579,"HAGHL"
"ENSG00000103254",106.86360244876,0.250278400411981,0.214104481559338,1.16895451505352,0.242421957653207,0.535513498929086,"ANTKMT"
"ENSG00000103257",449.93306455955,-1.14382498022967,0.309986929727107,-3.68991357550662,0.000224330250672428,0.00308861967857629,"SLC7A5"
"ENSG00000103260",317.970552392755,0.265474915406254,0.289240150360386,0.917835629235703,0.358704926031448,0.660657437035908,"METRN"
"ENSG00000103264",1226.11106213363,0.014868801065626,0.169107657721772,0.0879250606740069,0.929936238200562,0.981343051158393,"FBXO31"
"ENSG00000103266",1257.04378108562,0.10378705783616,0.12577972480168,0.82514934739922,0.40928680645514,0.705416598536834,"STUB1"
"ENSG00000103269",39.007410183443,0.0972598412984582,0.348547066362384,0.27904363767428,0.780211336236825,0.928390273611736,"RHBDL1"
"ENSG00000103274",199.883827798699,-0.319586576397909,0.185899714939924,-1.71913430045435,0.0855899204100191,0.286149965697514,"NUBP1"
"ENSG00000103275",2278.86207543848,0.0169630249916879,0.0871805489569065,0.194573505152769,0.845726846432281,0.955179428062679,"UBE2I"
"ENSG00000103310",0.383677309487491,1.03338883918915,3.51383736153865,0.294091254905617,0.768688173138658,NA,"ZP2"
"ENSG00000103313",9.42569379036938,-0.103526605553036,0.55584007842513,-0.186252502421846,0.852246753217598,NA,"MEFV"
"ENSG00000103316",13.0882493104934,-1.33753751835151,0.690085865742477,-1.93821897353661,0.0525965128810634,0.207631340023019,"CRYM"
"ENSG00000103319",1257.96410329672,0.279774904590106,0.236288880348568,1.18403753988503,0.236398202976455,0.528267107877618,"EEF2K"
"ENSG00000103326",577.017882611247,0.263816916273133,0.138939981568479,1.89878329689504,0.0575929742233354,0.221663429380537,"CAPN15"
"ENSG00000103335",3720.16376885774,0.0720020634113173,0.126826163552503,0.567722474562672,0.570223428364564,0.818193635488519,"PIEZO1"
"ENSG00000103342",2435.04436437582,0.121730822358459,0.107430198755418,1.13311549051118,0.257165757033925,0.554554064888723,"GSPT1"
"ENSG00000103343",180.207148561276,-0.0790983421306103,0.185978045202965,-0.42531010606272,0.670610627363059,0.877819127236732,"ZNF174"
"ENSG00000103351",677.136504209807,-0.279490809931833,0.130427979493871,-2.14287464251462,0.0321231656237077,0.148189260850153,"CLUAP1"
"ENSG00000103353",2073.87447206956,-0.275208535512055,0.117612310786051,-2.33996367959037,0.0192856153076034,0.104165707501303,"UBFD1"
"ENSG00000103355",0,NA,NA,NA,NA,NA,"PRSS33"
"ENSG00000103356",352.106227712001,-0.155011401472433,0.212439962090414,-0.729671573780738,0.46559096077494,0.746256228271401,"EARS2"
"ENSG00000103363",1709.68470127425,0.0633429439068916,0.155347164361158,0.407750886006706,0.683456574627259,0.88386558131072,"ELOB"
"ENSG00000103365",1235.15388303968,-0.620969343203738,0.16886980568709,-3.677207661116,0.000235801073202141,0.0032173038321139,"GGA2"
"ENSG00000103375",0.383677309487491,1.03338883918915,3.51383736153865,0.294091254905617,0.768688173138658,NA,"AQP8"
"ENSG00000103381",788.647566819423,0.976225513029147,0.14320659651828,6.81690324861908,9.3023866097683e-12,7.6153862272941e-10,"CPPED1"
"ENSG00000103404",302.484860302797,0.675831183129629,0.131601194740876,5.13544868996324,2.81471668717789e-07,9.12824073389917e-06,"USP31"
"ENSG00000103415",246.386495984693,0.177946882994323,0.141949137145205,1.25359608781767,0.209988853922449,0.492684925275831,"HMOX2"
"ENSG00000103423",341.879785554178,-0.108328630137474,0.151255329770559,-0.716197110553385,0.473869646987353,0.751020908709027,"DNAJA3"
"ENSG00000103426",4.49336308436952,1.61427488028742,2.35822068243408,0.68453088055407,0.493639996388952,NA,"CORO7-PAM16"
"ENSG00000103429",618.13028961021,0.0707777051175146,0.134023831953214,0.528097906812738,0.597431383580954,0.835549179668629,"BFAR"
"ENSG00000103449",43.9445711813971,0.948767327902021,0.892241783925718,1.06335227176607,0.287622228532846,0.590094124545651,"SALL1"
"ENSG00000103460",0,NA,NA,NA,NA,NA,"TOX3"
"ENSG00000103472",33.9929523820422,-0.116785719910076,0.4702110657122,-0.248368718701223,0.803849134283567,0.937782709807782,"RRN3P2"
"ENSG00000103479",2612.37473466258,0.313496787174977,0.167547431054587,1.87109277177063,0.0613322233067393,0.230834125740697,"RBL2"
"ENSG00000103485",876.983547374098,-1.1205077108505,0.130437759108536,-8.59036308587711,8.66949216446804e-18,1.68332639526754e-15,"QPRT"
"ENSG00000103489",975.533765917599,-0.0661548374362213,0.215437367773831,-0.307072250834737,0.758788378613828,0.920091475319614,"XYLT1"
"ENSG00000103490",196.976730355727,0.189878346073077,0.242930554550872,0.78161574374258,0.434440431602925,0.723714804454782,"PYCARD"
"ENSG00000103494",276.826922080302,-0.142473358446546,0.193935940229538,-0.734641337123578,0.462557955845074,0.744309417899877,"RPGRIP1L"
"ENSG00000103495",1277.47364703316,-0.20934567540693,0.121431151118605,-1.72398658398994,0.0847102651322158,0.284464959074814,"MAZ"
"ENSG00000103496",644.579236881838,-0.091118583017405,0.124474136550494,-0.732028239299671,0.464151331761515,0.745289643715876,"STX4"
"ENSG00000103502",3348.30312527958,0.839753190615669,0.0839424644233549,10.0039139473016,1.46490175235789e-23,5.83840448406848e-21,"CDIPT"
"ENSG00000103507",878.45873260027,-0.00896845740662587,0.161415810369949,-0.0555612079515078,0.955691368312127,0.989265653276411,"BCKDK"
"ENSG00000103510",454.726810413695,0.0228885469767588,0.123421010092154,0.18545097759019,0.852875327455311,0.957375763080491,"KAT8"
"ENSG00000103512",248.0173978158,-0.673963942183875,1.60494587314018,-0.419929390431853,NA,NA,"NOMO1"
"ENSG00000103522",10.6952135277792,-0.669119879611087,0.577881609581353,-1.15788401727446,0.24691137070807,0.541403316834186,"IL21R"
"ENSG00000103528",9.35362162291274,-0.799872660734368,0.645346510665618,-1.23944678946101,0.215180082842753,NA,"SYT17"
"ENSG00000103534",4.35631939120656,-0.0260875796049273,1.02302618908458,-0.0255004025148867,0.979655827432313,NA,"TMC5"
"ENSG00000103540",366.76485838617,-0.176909831548337,0.1302474780001,-1.35825917142289,0.174381460720637,0.443187456709236,"CCP110"
"ENSG00000103544",1629.7546798579,0.0598320541120057,0.109705323848663,0.545388792567105,0.585486146898792,0.827471789360041,"VPS35L"
"ENSG00000103546",0.106073888419472,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,"SLC6A2"
"ENSG00000103549",1759.47186225913,-0.00289600807941409,0.113503367677149,-0.0255147326346434,0.979644397370015,0.994196576369557,"RNF40"
"ENSG00000103550",304.194174015853,0.0369969938685367,0.167096072251144,0.221411511175024,0.824772030219941,0.947233888836154,"KNOP1"
"ENSG00000103569",0,NA,NA,NA,NA,NA,"AQP9"
"ENSG00000103591",726.674162360168,-0.173061485112644,0.125140138391209,-1.38294145537561,0.166682817755642,0.431228437804782,"AAGAB"
"ENSG00000103599",43.5329212666166,-0.18805174094206,0.262775866918748,-0.715635507731793,0.474216442545601,0.751334660775512,"IQCH"
"ENSG00000103642",524.938581622794,0.292801961616317,0.281685402824969,1.03946444750016,0.298588784437795,0.602307823696111,"LACTB"
"ENSG00000103647",551.054184910419,-1.25202998856911,0.274500528143579,-4.56112050871622,5.08813673998961e-06,0.000120218144972141,"CORO2B"
"ENSG00000103653",520.535241004995,-0.0603729530171449,0.133018549784448,-0.45386867557177,0.649923350557826,0.865946677494943,"CSK"
"ENSG00000103657",2068.15411920444,0.158052605568107,0.105086389411594,1.50402546374544,0.132574810367161,0.376071455892611,"HERC1"
"ENSG00000103671",353.108693492567,0.114109410763558,0.16498983996175,0.69161477330975,0.489179281600515,0.762431932188557,"TRIP4"
"ENSG00000103707",224.958928500804,0.147975877192413,0.124938539781917,1.18438936016626,0.23625897003304,0.528217021132328,"MTFMT"
"ENSG00000103710",1065.02932800634,-1.01588336166892,0.268201818570624,-3.7877571713833,0.00015201330844462,0.00225048050478374,"RASL12"
"ENSG00000103723",55.0600156111747,0.0621765565426077,0.382303038957399,0.162636835721141,0.870804382395889,0.963284812751862,"AP3B2"
"ENSG00000103740",25.1616602370837,-0.267776225431403,0.495191538247764,-0.540752829458536,0.588677959697723,0.829197144682106,"ACSBG1"
"ENSG00000103742",356.320229431388,-2.10449972378527,0.446419885872886,-4.71417109851711,2.42696671630212e-06,6.19141301257503e-05,"IGDCC4"
"ENSG00000103769",1957.36429010279,0.0251518533363275,0.125553187958523,0.200328273182809,0.841223851894699,0.954046370896002,"RAB11A"
"ENSG00000103811",943.568301437322,0.286942691052582,0.400486937539146,0.716484519609417,0.473692222863308,0.751020908709027,"CTSH"
"ENSG00000103832",0.212620228666295,-1.22942089357876,3.52880843160612,-0.348395476095367,0.72754319952768,NA,NA
"ENSG00000103852",460.978754201142,-0.165242976992336,0.167841268019618,-0.984519355353193,0.324860219512987,0.630848808248599,"TTC23"
"ENSG00000103855",2550.02414629072,-0.310236305156769,0.147778581016045,-2.09933200754638,0.0357876437757276,0.159272367024212,"CD276"
"ENSG00000103876",383.988610322637,-0.516248251895868,0.138979784750128,-3.7145564214539,0.000203560449828824,0.00285455834505328,"FAH"
"ENSG00000103888",124029.681323954,1.01607205757279,0.429445147319929,2.36601126806036,0.0179808971428958,0.0992900196874377,"CEMIP"
"ENSG00000103932",510.748853492284,0.252254910793215,0.176607279420262,1.42833812751817,0.153194558587157,0.410715452257478,"RPAP1"
"ENSG00000103942",68.9929340286672,-0.045779555704316,0.318018921748181,-0.143952301494079,0.885538135121399,0.966741197949187,"HOMER2"
"ENSG00000103966",661.245401507373,0.186911793768113,0.193249307984262,0.967205501110179,0.333441312700075,0.639074750802662,"EHD4"
"ENSG00000103978",1009.48201052308,0.507587701243176,0.156797295578538,3.23722229627953,0.00120699350554353,0.012219195615947,"TMEM87A"
"ENSG00000103994",11105.6894914166,0.428519241188525,0.194408672009602,2.20421875608182,0.0275089633341163,0.132858622741723,"ZNF106"
"ENSG00000103995",131.86299775353,-0.722292113753471,0.278300784433323,-2.59536499411673,0.00944905163150418,0.0617690598891056,"CEP152"
"ENSG00000104043",797.35159560375,-0.395235202990106,0.243363859956025,-1.62405051868229,0.104365027145191,0.326302298950025,"ATP8B4"
"ENSG00000104044",0.712365895344949,3.03900752293163,3.44186760354874,0.882953057171131,0.377261635118046,NA,"OCA2"
"ENSG00000104047",1678.16093429181,-0.463222229109336,0.114205783942911,-4.05603125443183,4.9913583358003e-05,0.00086790036734438,"DTWD1"
"ENSG00000104055",3.18822703617083,-0.964863760490422,1.18251608853639,-0.815941338848625,0.414533687236381,NA,"TGM5"
"ENSG00000104059",1.09894876654332,1.92867394913805,2.25940597154797,0.853619921972974,0.393315616530377,NA,"FAM189A1"
"ENSG00000104064",597.695867307354,-0.013087980060189,0.117019116441418,-0.111844803295375,0.910946462469639,0.975569778208252,"GABPB1"
"ENSG00000104067",1327.58810930235,0.329093278600033,0.261600173688667,1.25800099426421,0.208391396671137,0.490391106833024,"TJP1"
"ENSG00000104081",231.107312986471,-0.619660084118431,0.306828714591202,-2.01956353708298,0.0434286805532643,0.181291997513558,"BMF"
"ENSG00000104093",723.020963286166,-0.505521948041815,0.124165941222297,-4.07134148918315,4.67431651175829e-05,0.000818410677116524,"DMXL2"
"ENSG00000104112",6.70411609488838,-0.317344803624324,0.77015447707202,-0.412053442616874,0.68030025232953,NA,"SCG3"
"ENSG00000104129",146.356249730019,-0.0316737140423195,0.162084872846424,-0.195414374494593,0.845068564315636,0.955179428062679,"DNAJC17"
"ENSG00000104131",596.09636693529,0.277117180596838,0.14320146891767,1.93515599170396,0.0529711563018037,0.208538643668006,"EIF3J"
